COMPANY NAME,FIELD,RATINGS,LOCATION,REVIEW,SALARY,JOB
RenewBuy,Internet ,3.3,Gurugram,787,2.9k,--
IFFCO,Agro Chemicals ,4.1,New Delhi,785,1.9k,--
Skill Lync,EdTech ,3.1,Chennai,786,3.5k,--
THE LEELA PALACES HOTELS & RESORTS,Hospitality ,4.0,New Delhi,787,2.3k,--
Chennai Radha Engineering Works,Engineering & Construction ,3.9,Chennai,785,2.3k,14
Nippon Koei India,Engineering & Construction ,4.8,New Delhi,784,1.2k,14
Cigniti Technologies,IT Services & Consulting ,3.8,Hyderabad,784,6.7k,--
Engineers India,Engineering & Construction ,4.2,New Delhi,783,3.4k,10
Franklin Templeton Investments,Financial Services ,3.8,Hyderabad,783,4k,91
Maveric Systems,IT Services & Consulting ,3.3,Chennai,783,7.3k,3
Vastu Housing Finance,NBFC ,4.2,Mumbai,783,2.2k,12
Rallis India,Agro Chemicals ,4.0,Ankleshwar,782,2.5k,--
Microtek International,Consumer Electronics & Appliances ,3.7,New Delhi,780,2.7k,2
Careernet,Recruitment ,3.6,Bengaluru,780,4.5k,--
Amber Enterprises India,Electronics Manufacturing ,4.0,Gurugram,781,2.9k,9
Edubridge Learning,EdTech ,3.9,Mumbai,780,1.3k,12
Credence Resource Management,BPO ,3.0,Pune,779,3.2k,50
Jai Balaji Group,Iron & Steel ,3.2,Durgapur,780,3.1k,3
Aequs,Defence & Aerospace ,3.4,Belagavi,779,3.4k,23
Indo Autotech,Auto Components ,3.9,Faridabad,779,2.8k,2
AISIN,Auto Components ,4.1,Rohtak,778,2.7k,--
NTT,IT Services & Consulting ,3.8,Mumbai,778,4.8k,--
Reliance BP Mobility,Oil & Gas ,3.6,Mumbai,777,2.7k,33
Progressive Infotech,IT Services & Consulting ,3.3,Noida,776,2.7k,14
Novac Technology Solutions,Software Product ,3.6,Chennai,775,5.3k,38
Y-Axis Overseas Careers,Other ,4.2,Hyderabad,775,1.4k,20
Dineshchandra R. Agrawal Infracon,Engineering & Construction ,4.0,Ahmedabad,776,2.5k,10
Pratap Technocrats,Telecom ,3.8,Ahmedabad,774,1.9k,8
First Advantage,Recruitment ,3.5,Bengaluru,772,5.2k,67
Reliance Smart,Retail ,4.1,Hyderabad,773,2.2k,--
Action Construction Equipment,Industrial Machinery ,3.7,Faridabad,773,2.8k,1
Somany Ceramics,Building Material ,4.2,New Delhi,773,2.7k,12
Toyo Engineering,Engineering & Construction ,4.0,Mumbai,772,3.6k,--
Denave,Marketing & Advertising ,3.5,Noida,772,2.7k,23
Radical Minds,BPO ,2.9,Gurugram,771,2.6k,14
Ask Automotive,Auto Components ,4.2,Gurugram,770,3k,--
Ramkrishna Forgings,Auto Components ,3.4,Jamshedpur,771,2.9k,--
People Tech Group,IT Services & Consulting ,2.3,Hyderabad,766,5.2k,42
Creative Synergies Group,IT Services & Consulting ,3.9,Bengaluru,770,2.3k,16
Hilti,Industrial Machinery ,3.4,Gurugram,769,3.6k,21
Cohance Lifesciences,Pharma ,3.8,Hyderabad,920,3.1k,8
Travel Food Services Ltd,Hospitality ,4.1,Mumbai,769,2k,--
Lea Associates South Asia,Engineering & Construction ,4.2,New Delhi,769,1.8k,--
Allied Digital Services,IT Services & Consulting ,3.2,Mumbai,769,3.3k,10
Simplilearn,EdTech ,3.3,Bengaluru,768,4.6k,53
Lenovo,Consumer Electronics & Appliances ,4.1,Bengaluru,768,4k,16
Ugro Capital,NBFC ,3.7,Mumbai,768,2.7k,13
Hitachi Digital Services,IT Services & Consulting ,3.5,Hyderabad,768,2.1k,226
Universal Sompo General Insurance,Insurance ,4.4,Mumbai,767,2.1k,3
Ksb Pumps,Industrial Machinery ,3.8,Pune,766,3.4k,96
Wipro Infrastructure Engineering,Industrial Machinery ,3.7,Bengaluru,764,3.9k,13
Fleetguard Filters Private Limited,Auto Components ,4.3,Pune,766,2.7k,26
Creambell,Food Processing ,3.9,New Delhi,765,2.1k,6
Axtria,Software Product ,2.8,Gurugram,766,7.5k,179
Forvia Hella,Auto Components ,3.8,Pune,763,3.4k,101
Bses Rajdhani Power,Power ,3.8,New Delhi,763,2.7k,1
Fidelity International,Financial Services ,3.6,Gurugram,763,5.7k,111
JioStar,Media & Entertainment ,3.5,Mumbai,761,4.7k,312
Quatrro Business Support Services, ,3.3,Gurugram,760,2.6k,7
Dunzo,Internet ,3.5,Bengaluru,760,3.1k,--
Assystem,Engineering & Construction ,3.3,Chennai,759,2.1k,111
BNP Paribas India Solutions,IT Services & Consulting ,3.6,Mumbai,759,6.4k,2
Alivus Life Sciences,Pharma ,3.8,Ankleshwar,757,4k,4
Times Internet,Internet ,3.5,Noida,757,5.4k,27
Better.com,Financial Services ,3.0,Gurugram,757,4k,25
Petpooja,Software Product ,4.0,Ahmedabad,756,1.6k,46
Amadeus,Software Product ,3.7,Bengaluru,754,7k,--
McDermott International,Engineering & Construction ,4.2,Chennai,754,3.5k,59
Brane Enterprises,Software Product ,2.1,Hyderabad,754,3.4k,--
Zee Entertainment Enterprises,Media & Entertainment ,3.4,Mumbai,753,4.3k,52
Central Industrial Security Force,Law Enforcement & Security ,4.3,New Delhi,754,1.8k,--
Samsung E&A,Engineering & Construction ,3.9,Noida,753,2.3k,--
1 India Family Mart,Retail ,4.6,New Delhi,753,1.5k,5
VA Tech Wabag,Waste Management ,3.8,Chennai,752,2.9k,15
JM Financial,Financial Services ,3.8,Mumbai,752,3.8k,22
Wabtec,Auto Components ,3.9,Bengaluru,752,4k,164
Bunge India,Food Processing ,3.9,Sahibzada Ajit Singh Nagar,753,3.1k,217
HSBC Software Development,Software Product ,4.1,Pune,752,8.2k,--
Wabtec,Auto Components ,3.9,Bengaluru,752,4k,164
National Informatics Centre,Government ,3.9,New Delhi,751,4.1k,--
Vaaman Engineers,Engineering & Construction ,3.8,Jharsuguda,751,2.2k,13
CADD Centre Training Services,Education & Training ,4.0,Chennai,751,2k,6
Finolex Cables,Electrical Equipment ,3.7,Pune,749,2.6k,23
Orion Edutech,EdTech ,3.1,Kolkata,750,1.4k,--
BCD Travel,Travel & Tourism ,4.3,Bengaluru,750,1.7k,30
India Japan Lighting,Auto Components ,4.1,Chennai,750,2.6k,2
TO THE NEW,IT Services & Consulting ,3.6,Noida,748,5.6k,32
ManipalCigna Health Insurance,Insurance ,3.7,Mumbai,746,3k,11
Hapag-Lloyd,Ports & Shipping ,3.8,Chennai,744,3.1k,7
Sharda Motor Industries,Auto Components ,3.8,Chennai,745,2.8k,26
Integreon,BPO ,3.2,Mumbai,743,3.9k,53
SLK Global Services,BPO ,3.9,Bengaluru,742,2.6k,--
Ascendion,IT Services & Consulting ,3.3,Bengaluru,741,3.7k,115
CMS Computers Limited (INDIA),IT Services & Consulting ,3.6,New Delhi,742,3.2k,23
Livguard,Electronics Manufacturing ,3.9,Gurugram,742,2.3k,--
India Cements,Building Material ,3.9,Chennai,742,2.6k,--
Galfar,Engineering & Construction ,3.9,Muscat,742,1.8k,--
Padget Electronics,Electronics Manufacturing ,3.8,Noida,738,2.6k,--
Bitwise Solutions,IT Services & Consulting ,3.7,Pune,740,4.4k,5
Veradigm,Software Product ,3.7,Pune,741,3.5k,54
Primus Global Technologies,IT Services & Consulting ,3.7,Bengaluru,740,3k,3
ESL Steel,Iron & Steel ,3.8,Bokaro,739,2.1k,--
Mswipe Technologies,FinTech ,3.2,Mumbai,739,2.3k,--
Religare,Financial Services ,3.6,New Delhi,738,2.5k,9
Ameriprise Financial,Financial Services ,3.7,Gurugram,739,5k,3
Steel Authority Of India,Iron & Steel ,4.1,Bokaro,738,2.2k,--
UnitedLex,Analytics & KPO ,2.7,New Delhi,737,3.6k,41
Exicom,Semiconductors ,4.0,Gurugram,738,3k,6
LifeCell International,Biotechnology ,3.4,Chennai,737,2.9k,52
Patel Infrastructure Limited,Engineering & Construction ,4.2,Vadodara,737,2.1k,12
EMERSON PROCESS MANAGEMENT,Industrial Automation ,4.0,Pune,737,4.4k,--
OLX India,Internet ,3.7,Gurugram,736,3.2k,13
Mott MacDonald,Management Consulting ,4.0,Mumbai,736,2.7k,232
Protiviti,Management Consulting ,3.0,Gurugram,735,5.1k,5
Indusind Marketing & Financial Services,Financial Services ,3.6,Chennai,735,1.5k,--
Celebal Technologies,IT Services & Consulting ,3.0,Jaipur,732,4.4k,9
GirnarSoft,IT Services & Consulting ,3.6,Gurugram,732,3.4k,6
Care Hospital,Healthcare ,4.1,Hyderabad,731,2.1k,16
Greenply,Building Material ,3.8,Kolkata,730,2.4k,25
Isuzu Motors,Automobile ,4.1,Chennai,730,3k,1
Boeing,Aviation ,3.8,Bengaluru,730,6.9k,3
Stellantis,Automobile ,3.4,Chennai,730,5k,1
ASG Eye Hospital,Healthcare ,3.5,Jaipur,730,1.7k,47
Deepak Nitrite,Chemicals ,3.9,Vadodara,729,3.1k,23
Vertex Customer Solutions,IT Services & Consulting ,3.6,Chennai,729,1.1k,--
The Akshaya Patra Foundation,Non-Profit ,4.4,Bengaluru,729,1.9k,11
Adidas,Fashion & Textile ,3.9,Gurugram,727,3.7k,36
Neuland Laboratories,Pharma ,4.0,Hyderabad,730,2.9k,5
Sun Life Financial,Financial Services ,3.8,Gurugram,728,4.2k,140
Rackspace,IT Services & Consulting ,3.7,Gurugram,727,4.3k,4
Smollan Group,Marketing & Advertising ,3.9,Mumbai,726,1.8k,13
Google Operations Center,BPO ,3.6,Hyderabad,725,3.7k,--
Transrail Lighting,Engineering & Construction ,4.0,Mumbai,725,2.5k,1
Lavender Technology,IT Services & Consulting ,4.9,Bengaluru,724,19,--
Writer Information Management Services,BPO ,3.1,Mumbai,724,2.7k,--
DuPont,Waste Management ,4.2,Hyderabad,722,3k,10
RITES,Engineering & Construction ,3.9,Gurugram,720,2.5k,1
Mindsprint,IT Services & Consulting ,3.6,Chennai,722,4.1k,14
McKinsey & Company,Management Consulting ,3.8,Gurugram,718,8.5k,10
V-Trans,Logistics ,3.8,Mumbai,719,1.9k,--
ffreedom app,Internet ,3.5,Bengaluru,718,1.5k,--
Aurigo Software Technologies,Software Product ,4.6,Bengaluru,719,1k,20
Expleo Solutions,IT Services & Consulting ,3.5,Chennai,717,4.8k,9
Molex,Electronics Manufacturing ,3.9,Bengaluru,716,3.8k,3
LG Soft India,IT Services & Consulting ,2.8,Bengaluru,717,4.5k,3
Volkswagen Group Technology Solution,IT Services & Consulting ,3.9,Pune,716,4.6k,13
B. G. Shirke Construction Technology,Engineering & Construction ,4.2,Pune,714,2.7k,9
BDO India LLP,Accounting & Auditing ,3.3,Mumbai,713,3.9k,120
TDK India Private Limited, ,3.9,Nashik,713,2.2k,--
Koch Business Solutions,IT Services & Consulting ,3.1,Bengaluru,713,4.9k,--
Nvidia,Hardware & Networking ,3.5,Pune,713,5.3k,211
Sterlite Power,Power ,4.0,New Delhi,713,3.2k,31
Ag Industries,Auto Components ,4.0,Gurugram,712,2.8k,--
Biba Apparels,Fashion & Textile ,3.5,New Delhi,712,2.2k,--
Electrosteel Casting,Building Material ,3.6,Kolkata,709,2.7k,--
Delta Electronics,Electronics Manufacturing ,3.9,Bengaluru,711,3.6k,4
Mitsubishi Electric India,Electronics Manufacturing ,4.2,Pune,711,2.9k,5
AI Airport Services,Aviation ,3.3,Mumbai,710,1.7k,--
uFaber,Education & Training ,2.2,Mumbai,709,1.4k,--
Eugia Pharma Specialities,Pharma ,4.0,Hyderabad,709,2.7k,--
NecLife,Pharma ,3.6,Chandigarh,708,2.3k,2
XcelServ Solutions,IT Services & Consulting ,4.4,New Delhi,708,419,--
Medreich,Pharma ,3.9,Bengaluru,704,2.9k,4
Genus Power Infrastructures,Electronics Manufacturing ,3.8,Jaipur,705,2.9k,--
BSH Home Appliances Group,Consumer Electronics & Appliances ,3.8,Bengaluru,705,2.4k,34
Tavant Technologies,IT Services & Consulting ,3.8,Bengaluru,704,6.2k,50
Rentokil Pest Control,Facility Management Services ,3.6,Mumbai,703,2k,320
Bristlecone,IT Services & Consulting ,3.7,Bengaluru,702,6k,131
Sykes Business Services Of India,BPO ,3.4,Hyderabad,702,2.6k,16
Bikanervala,FMCG ,3.9,New Delhi,702,2k,1
Home First Finance Company India,NBFC ,3.5,Mumbai,703,2.6k,304
Turtlemint,Internet ,3.6,Mumbai,701,2.5k,5
Shivalik Small Finance Bank,Banking ,3.9,Noida,712,1.7k,8
Redcliffe Labs,Healthcare ,3.9,New Delhi,700,1.9k,14
Visteon,Auto Components ,3.2,Chennai,701,4.6k,35
Razorpay,FinTech ,3.4,Bengaluru,700,6.3k,33
Thriveni Earthmovers,Metals & Mining ,3.9,Jamshedpur,698,2.5k,--
TCNS Clothing Company,Fashion & Textile ,4.1,New Delhi,697,1.6k,--
R.V.R. PROJECTS,Engineering & Construction ,3.9,Hyderabad,698,1.7k,21
Bahwan CyberTek,IT Services & Consulting ,3.4,Chennai,698,4.8k,53
URC Construction,Engineering & Construction ,3.7,Chennai,697,2.4k,2
Evision Technoserve,IT Services & Consulting ,4.7,Pune,699,211,--
Apple,Consumer Electronics & Appliances ,4.3,Bengaluru,696,5.3k,241
Eastman Auto and Power Limited,Electronics Manufacturing ,3.9,Gurugram,697,2k,1
Raychem RPG,Electrical Equipment ,3.7,Mumbai,696,2.4k,3
Gartner,Management Consulting ,3.8,Gurugram,696,6.5k,71
Mynd Solutions Private,BPO ,3.7,Gurugram,695,3.2k,--
Amrit Cement,Building Material ,3.9,Guwahati,690,1.5k,10
Diebold Nixdorf,Software Product ,3.6,Hyderabad,694,3.5k,38
Lovely Professional University,Education & Training ,3.3,Jalandhar,693,2k,20
HSBC Bank,Banking ,4.0,Bengaluru,693,3k,1
Ramky Infrastructure,Engineering & Construction ,4.2,Hyderabad,692,1.9k,--
Trianz,IT Services & Consulting ,3.4,Hyderabad,692,4.8k,22
Transsion,Consumer Electronics & Appliances ,4.0,Noida,690,2.6k,4
Samunnati,NBFC ,4.5,Chennai,691,918,--
Goodyear,Auto Components ,3.5,Chhatrapati Sambhajinagar,690,2.6k,9
NSB Bpo Solutions,BPO ,2.9,Noida,691,1.7k,1
HRH Next Services,BPO ,2.9,Hyderabad,691,2k,10
Asb International,Industrial Machinery ,3.6,Mumbai,690,2.7k,--
Bharat Serums and Vaccines,Pharma ,4.0,Mumbai,688,2.2k,13
Cotiviti,Analytics & KPO ,3.6,Hyderabad,689,4.5k,24
Infor Global Solution,Software Product ,3.9,Hyderabad,688,6.6k,--
Embibe,EdTech ,3.4,Bengaluru,687,2.6k,--
Kurlon,Furniture & Furnishing ,4.3,Bengaluru,687,2.1k,--
LEAP India Limited,Packaging ,4.6,Mumbai,687,1.3k,5
Bayer Crop Science Vegetable Seeds, ,4.2,Bengaluru,685,933,--
Csc E Governance Services,Government ,3.8,New Delhi,686,1.7k,1
Tredence,IT Services & Consulting ,3.4,Bengaluru,685,6.2k,97
Wolters Kluwer,Software Product ,3.8,Pune,685,4.9k,39
Moglix,Internet ,3.3,Noida,685,3.7k,24
Patel Engineering,Engineering & Construction ,4.1,Mumbai,685,2.3k,--
Titan Eye Plus,Other ,4.1,Kolkata,685,1.4k,--
North East Small Finance Bank,Banking ,3.6,Guwahati,684,1.9k,2
KreditBee,Internet ,3.5,Bengaluru,685,2.6k,37
Micro Turners,Auto Components ,3.8,Baddi,684,2.2k,--
Central Bank of India,Banking ,3.9,Mumbai,684,1.5k,--
Micro Turners,Auto Components ,3.8,Baddi,684,2.2k,--
Central Bank of India,Banking ,3.9,Mumbai,684,1.5k,--
Flash Electronics,Electronics Manufacturing ,3.5,Pune,684,2.5k,--
Vindhya Telelinks,Hardware & Networking ,4.0,Rewa,684,2.1k,--
TTK Prestige,Consumer Electronics & Appliances ,3.8,Bengaluru,683,2.5k,4
ReSource Pro,BPO ,3.8,Bengaluru,683,3.4k,34
Ness Digital Engineering,IT Services & Consulting ,3.3,Bengaluru,685,5.6k,31
Doosan Power Systems,Power ,4.3,Gurugram,681,2.5k,--
Cohesity,Software Product ,3.9,Pune,681,5.1k,--
Caparo Engineering India,Auto Components ,4.0,Chennai,681,2.5k,--
PrimEra Medical Technologies,IT Services & Consulting ,3.6,Hyderabad,681,3.7k,114
Orient Cement,Building Material ,4.4,Hyderabad,680,2.4k,--
IHG,Hospitality ,3.6,New Delhi,682,2.7k,54
Wuerth,Industrial Machinery ,3.5,Pune,681,2.3k,10
Kaar Tech,IT Services & Consulting ,4.4,Chennai,681,2k,4
CtrlS,IT Services & Consulting ,3.6,Hyderabad,680,3.1k,--
Neeyamo Enterprise Solutions, ,3.6,Pune,680,4k,6
JSW Energy,Power ,4.1,Mumbai,681,3.5k,--
Testbook.com,EdTech ,3.3,Noida,680,4.4k,--
Office Beacon,BPO ,4.6,Vadodara,679,872,7
Keventer,FMCG ,3.8,Kolkata,677,2.1k,9
Writer Corporation,Logistics ,3.4,Mumbai,680,2.1k,32
Office Beacon,BPO ,4.6,Vadodara,679,872,7
VRL Logistics,Logistics ,3.7,Bengaluru,679,1.6k,--
Vizag Steel,Iron & Steel ,4.0,Visakhapatnam,677,1.7k,--
Medtronic,Medical Equipment ,3.9,Hyderabad,675,4.5k,175
Livpure,Consumer Electronics & Appliances ,3.9,Gurugram,677,2.2k,9
Solv,Internet ,3.5,Bengaluru,676,1.7k,--
Rane NSK Steering Systems,Auto Components ,4.0,Chennai,676,2k,--
Government of India,Government ,4.2,New Delhi,676,3.8k,--
InternEzy,EdTech ,4.9,Chennai,676,5,4
Jubilant Ingrevia,Chemicals ,3.8,Bharuch,677,2.9k,--
TVS Electronics,Electronics Manufacturing ,3.7,Chennai,674,2.3k,9
Nomura Holdings,Investment Banking / Venture Capital / Private Equity ,3.7,Mumbai,675,6.8k,320
PPG Asian Paints,Chemicals ,3.9,Mumbai,675,2.8k,--
Shalby Hospitals,Healthcare ,4.2,Ahmedabad,675,2.1k,59
ChannelPlay,Marketing & Advertising ,3.8,Gurugram,675,1.9k,2
Autoliv,Auto Components ,4.0,Bengaluru,674,2.8k,--
Leverage Edu,EdTech ,4.1,Noida,674,1.7k,49
Kissht Finance,FinTech ,3.9,Mumbai,675,2.1k,17
Emami Agrotech,Food Processing ,3.9,Kolkata,677,2.5k,3
Nephroplus,Healthcare ,3.8,Hyderabad,673,3k,116
Dodla Dairy,Food Processing ,4.2,Hyderabad,673,1.9k,14
BASF,Chemicals ,4.2,Mumbai,672,2.4k,6
Surya Roshni,Building Material ,4.1,New Delhi,671,2.2k,--
SG Analytics,Analytics & KPO ,2.6,Pune,671,3.5k,21
Blue Yonder,Software Product ,3.6,Bengaluru,671,7.3k,126
YOKOGAWA,Industrial Automation ,3.7,Bengaluru,671,3.6k,100
Bridgestone - Global Capability Center,Auto Components ,4.0,Pune,671,2.7k,13
Lohia Corp,Industrial Machinery ,3.9,Kanpur,671,2.4k,2
Snapdeal,Internet ,3.8,Gurugram,670,2.8k,30
DAV Public School,Education & Training ,4.0,New Delhi,671,1.3k,--
NextComm Corporation,Software Product ,4.8,Bengaluru,669,36,--
Quess IT Staffing Solutions, ,3.1,Bengaluru,672,1.6k,--
Orient Technologies,IT Services & Consulting ,3.7,Mumbai,667,2.9k,12
L&T Power,Power ,3.9,Vadodara,668,3.4k,--
Dhanuka Agritech,Agro Chemicals ,3.7,Gurugram,664,1.8k,2
TransUnion,Financial Services ,3.6,Chennai,667,6.1k,52
Redington,Hardware & Networking ,4.0,Chennai,666,3k,1
Lionbridge Technologies,Content Development ,3.5,Mumbai,666,3.8k,2
Future Supply Chain Solutions,Logistics ,4.4,Nagpur,666,2.2k,--
Capco Technologies,IT Services & Consulting ,3.7,Bengaluru,667,4.9k,132
EPL Limited,Packaging ,3.8,Mumbai,664,1.8k,--
R.S. Infraprojects,Engineering & Construction ,4.0,Noida,665,1.7k,6
Progressive Infovision,Recruitment ,3.8,New Delhi,665,1.1k,--
Quislex Legal Services,Legal ,4.0,Hyderabad,663,1.8k,--
Mahindra Integrated Business Solutions,BPO ,3.4,Mumbai,664,2.5k,4
Triveni Engineering & Industries,Food Processing ,4.1,Noida,664,2.4k,--
Housing.com,Internet ,3.6,Gurugram,662,2.9k,22
Corteva Agriscience,Agro Chemicals ,4.2,Hyderabad,661,2.6k,4
MPS Limited,Content Development ,3.5,Dehradun,661,2.9k,18
Kutumbh Care,Recruitment ,4.0,Noida,660,1.6k,--
Vasudha Pharma Chem,Pharma ,4.0,Visakhapatnam,660,2.3k,1
Osource Global,BPO ,3.5,Mumbai,663,2.7k,16
Wissen Infotech,IT Services & Consulting ,3.6,Bengaluru,658,4.7k,138
Omaxe,Real Estate ,4.2,New Delhi,658,2.1k,8
Qatar Airways,Aviation ,3.5,Ahmedabad,658,2k,14
CJ Darcl Logistics Limited,Logistics ,4.0,Gurugram,658,1.9k,1
Tejas Networks,Hardware & Networking ,3.7,Bengaluru,657,3.9k,--
Welspun World,Building Material ,3.6,Anjar,657,2.5k,74
Saint Gobain Glass,Building Material ,3.8,Chennai,657,2k,--
Ingram Micro,IT Services & Consulting ,3.6,Mumbai,658,3.3k,--
Elite Elevators,Industrial Machinery ,4.1,Chennai,657,963,1
Technotask Business Solutions,BPO ,3.5,Bhopal,681,2k,2
Epicenter Technologies,BPO ,3.4,Mumbai,657,2.3k,2
Neurealm,IT Services & Consulting ,3.4,Chennai,656,5.5k,61
SMC Global Securities,Financial Services ,3.4,New Delhi,655,2.5k,10
Cogoport,Internet ,3.2,Mumbai,655,1.8k,3
Licious,Internet ,3.6,Bengaluru,655,2.9k,15
Videocon d2h,Internet ,3.8,New Delhi,653,1.2k,--
Healthians,Internet ,4.1,Gurugram,653,1.9k,1
PeopleStrong,Recruitment ,3.4,Gurugram,653,3.2k,9
HCL Healthcare,Healthcare ,4.6,Noida,653,944,19
CSC,Financial Services ,3.5,Bengaluru,652,4.5k,71
Optimum Infosystem,IT Services & Consulting ,3.3,Chennai,653,3.5k,42
Indorama,Agro Chemicals ,3.9,Haldia,652,2.2k,2
PCBL Chemical Limited,Petrochemicals ,3.9,Vadodara,652,2.6k,23
JoulestoWatts Business Solutions,IT Services & Consulting ,3.5,Bengaluru,652,3.2k,2
Celebi Aviation Holding,Aviation ,4.0,New Delhi,651,1.1k,--
Krsnaa Diagnostics,Healthcare ,3.6,Pune,651,1.6k,9
Magic Edtech,IT Services & Consulting ,3.6,Noida,649,3.6k,10
TCI Express,Logistics ,3.9,Gurugram,648,1.8k,--
TIAA Global Business Services,Financial Services ,3.8,Pune,648,5k,10
Sandvik Asia,Industrial Machinery ,4.0,Pune,649,1.6k,--
Data Entry,BPO ,4.2,New Delhi,646,1.9k,5
Nihilent,IT Services & Consulting ,3.2,Pune,647,4.9k,26
Sintex BAPL,Petrochemicals ,3.6,Ahmedabad,646,2.4k,--
Marlabs,IT Services & Consulting ,3.5,Bengaluru,647,5.1k,1
Magic Bus India Foundation,Non-Profit ,3.8,Mumbai,647,1.7k,23
BankBazaar,FinTech ,3.3,Chennai,647,2.9k,11
My Home Industries,Building Material ,4.0,Hyderabad,646,2.3k,8
Narayana e-Techno School,Education & Training ,3.6,Bengaluru,645,1.9k,--
Quality Austria Central Asia,Other ,3.5,New Delhi,645,1.8k,16
DeHaat,Internet ,3.6,Gurugram,646,2k,10
Yatra,Travel & Tourism ,3.3,Gurugram,642,3k,3
Tata Power Delhi Distribution,Power ,3.8,New Delhi,643,2.8k,--
Uno Mindarika,Auto Components ,4.0,Gurugram,643,2k,--
Fiat India Automobiles,Automobile ,3.6,Pune,642,2.3k,6
Centaur Pharmaceuticals,Pharma ,3.5,Pune,642,2.8k,5
Times Group,Printing & Publishing ,3.8,Mumbai,641,4.7k,12
Forbes Marshall,Industrial Machinery ,3.9,Pune,641,2.7k,15
Carrier,Industrial Machinery ,3.6,Hyderabad,639,4.5k,19
bp,Oil & Gas ,3.7,Pune,642,4k,57
Talentpro,Recruitment ,3.8,Chennai,639,2.3k,55
Alshaya Group,Retail ,3.8,Bengaluru,638,2.3k,--
Pennar Industries,Engineering & Construction ,3.5,Hyderabad,638,3k,2
ANAROCK Property Consultants,Real Estate ,3.6,Mumbai,638,3k,51
NICE,Software Product ,3.5,Pune,637,4.4k,75
Inspirisys Solution,IT Services & Consulting ,3.7,Chennai,638,3.8k,42
Hetero Healthcare,Pharma ,3.5,Hyderabad,636,2.3k,7
Ramboll,Engineering & Construction ,4.0,Gurugram,636,3.2k,120
Encore Capital Group,IT Services & Consulting ,3.9,Gurugram,635,2.2k,--
ICA Edu Skills,Education & Training ,3.8,Kolkata,635,1.4k,7
The Lalit,Hospitality ,3.5,New Delhi,635,1.6k,23
Surin Automotive,Industrial Machinery ,3.8,Pune,634,2k,--
GKN,Defence & Aerospace ,3.9,Pune,634,2.3k,22
3M,Electronics Manufacturing ,4.0,Bengaluru,634,3.2k,81
Khazana Jewellery,Jewellery ,3.9,Chennai,633,1.7k,19
Vikram Solar,Power ,3.6,Kolkata,632,2.3k,13
Mount Litera Zee School,Education & Training ,3.7,Bengaluru,632,1.5k,23
Continental,Auto Components ,3.6,Bengaluru,631,3.6k,5
FCC Clutch,Auto Components ,3.8,Gurugram,631,2.3k,--
Welspun Corp,Iron & Steel ,4.0,Anjar,631,2k,--
Ferrero,Food Processing ,3.9,Pune,630,2.1k,11
Corporate Infotech,IT Services & Consulting ,3.7,New Delhi,631,2.2k,5
BrightCHAMPS,EdTech ,4.3,Bengaluru,634,1.1k,9
RealPage,Software Product ,3.6,Hyderabad,630,4.1k,6
Impetus Technologies,IT Services & Consulting ,3.4,Indore,631,6.1k,37
Philips Innovation Campus,Software Product ,3.7,Bengaluru,629,4.5k,--
NoBrokerHood,Software Product ,2.8,Bengaluru,628,2.1k,8
B.L. Kashyap & Sons,Engineering & Construction ,3.7,Bengaluru,628,1.7k,18
Electrotherm,Iron & Steel ,4.2,Ahmedabad,628,2.8k,9
Gainwell Commosales,Industrial Machinery ,4.0,Kolkata,627,2.3k,5
Geojit Financial Services,Financial Services ,3.4,Kochi,627,2.2k,14
ExportersIndia,Internet ,4.9,New Delhi,626,130,7
NRB Bearings,Auto Components ,4.1,Chhatrapati Sambhajinagar,626,2k,5
Revolut,FinTech ,2.6,Bengaluru,626,2.7k,--
Crowne Plaza,Hospitality ,4.1,New Delhi,626,1.3k,--
